CustomerID,Age,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
200633,36,Self Enquiry,2,Salaried,Male,3,4,Basic,5,Divorced,1,0,2,1,2,Executive,17342
200634,24,Self Enquiry,3,Salaried,Male,3,3,Premium,5,Divorced,2,1,4,1,0,Manager,20000
200635,35,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Divorced,2,1,4,1,1,Senior Manager,25685
200636,35,Company Invited,1,Salaried,Female,3,3,Basic,4,Married,2,1,3,0,0,Executive,17022
200637,32,Company Invited,1,Salaried,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17314
200638,25,Self Enquiry,3,Small Business,Male,2,4,Premium,5,Divorced,2,0,3,1,1,Manager,20000
200639,36,Self Enquiry,1,Large Business,Female,2,3,Basic,5,Divorced,3,0,4,1,0,Executive,18580
200640,24,Company Invited,1,Salaried,Male,2,4,Basic,3,Divorced,1,0,3,0,0,Executive,18162
200641,32,Company Invited,3,Salaried,Male,2,3,Basic,4,Divorced,2,0,3,1,1,Manager,21524
200642,38,Self Enquiry,3,Small Business,Male,3,4,Basic,4,Divorced,1,0,4,0,0,Executive,17899
200643,42,Self Enquiry,1,Salaried,Female,3,1,Basic,3,Divorced,3,1,5,0,0,Manager,20231
200644,31,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Divorced,4,1,3,1,1,Executive,17356
200645,29,Self Enquiry,3,Small Business,Female,2,4,Basic,3,Married,7,1,2,0,1,Executive,17800
200646,53,Self Enquiry,3,Small Business,Male,3,3,Premium,3,Divorced,6,0,3,0,2,AVP,26836
200647,35,Self Enquiry,1,Large Business,Male,3,4,Premium,4,Divorced,4,0,3,1,1,Senior Manager,25903
200648,37,Company Invited,3,Small Business,Female,2,3,Basic,3,Divorced,6,0,2,1,1,Executive,17973
200649,53,Self Enquiry,1,Salaried,Female,3,3,Premium,3,Single,7,0,5,1,1,AVP,29275
200650,43,Company Invited,1,Salaried,Female,2,3,Basic,3,Divorced,5,0,2,1,1,Manager,20562
200651,47,Self Enquiry,3,Small Business,Female,2,3,Basic,3,Divorced,1,1,2,1,0,Manager,19537
200652,37,Company Invited,3,Small Business,Male,2,3,Premium,4,Unmarried,2,1,5,0,0,Senior Manager,22642
200653,50,Company Invited,1,Salaried,Male,3,3,Premium,5,Married,2,0,5,1,2,AVP,32924
200654,39,Self Enquiry,2,Salaried,Female,2,4,Basic,3,Divorced,1,0,3,0,0,Manager,20204
200655,33,Self Enquiry,2,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,Executive,17277
200656,32,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Single,2,1,5,1,0,Executive,17795
200657,29,Self Enquiry,1,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,0,Executive,17532
200658,44,Self Enquiry,1,Salaried,Male,3,3,Basic,5,Divorced,2,1,3,1,0,Executive,17559
200659,28,Self Enquiry,3,Small Business,Male,3,3,Basic,3,Single,2,0,3,1,0,Manager,19908
200660,58,Company Invited,1,Salaried,Male,2,4,Basic,3,Married,1,1,2,0,0,Executive,17380
200661,43,Self Enquiry,1,Salaried,Female,2,3,Basic,4,Married,5,0,3,1,0,Manager,19765
200662,20,Self Enquiry,3,Small Business,Female,2,4,Basic,3,Single,2,0,4,0,1,Executive,17044
200663,21,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,1,Executive,17693
200664,36,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Divorced,1,1,5,1,2,Manager,21586
200665,47,Self Enquiry,3,Salaried,Female,3,4,Basic,3,Single,2,1,2,1,0,Executive,18294
200666,24,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Divorced,1,1,5,1,1,Manager,20000
200667,41,Self Enquiry,1,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,0,Executive,17778
200668,28,Self Enquiry,1,Small Business,Female,3,3,Basic,3,Married,6,0,3,1,1,Executive,17377
200669,39,Self Enquiry,1,Small Business,Male,3,3,Basic,5,Divorced,1,1,2,1,1,Executive,17404
200670,27,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,1,Executive,17318
200671,34,Self Enquiry,1,Salaried,Male,2,3,Basic,4,Married,2,0,2,1,0,Executive,17008
200672,42,Self Enquiry,3,Small Business,Female,3,4,Premium,3,Single,1,0,3,0,0,Manager,21244
200673,33,Self Enquiry,1,Salaried,Male,3,4,Basic,5,Single,4,1,4,0,0,Executive,17799
200674,58,Self Enquiry,1,Large Business,Female,2,4,Premium,4,Married,3,1,5,1,1,Senior Manager,25552
200675,31,Self Enquiry,3,Salaried,Male,2,4,Basic,3,Divorced,4,0,4,1,1,Executive,17329
200676,24,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Divorced,2,1,3,0,1,Manager,20000
200677,49,Self Enquiry,1,Salaried,Female,2,3,Premium,4,Divorced,5,0,4,0,0,Senior Manager,22403
200678,48,Self Enquiry,1,Small Business,Male,2,3,Basic,3,Divorced,5,0,2,0,0,Executive,17259
200679,31,Company Invited,3,Small Business,Female,2,3,Premium,3,Divorced,2,0,2,1,0,Manager,21932
200680,36,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Single,3,0,3,0,2,Executive,19678
200681,38,Self Enquiry,1,Large Business,Female,3,3,Premium,5,Divorced,2,0,4,1,2,Senior Manager,28582
200682,32,Company Invited,1,Salaried,Female,3,4,Basic,4,Divorced,7,0,3,1,0,Executive,17332
200683,25,Self Enquiry,3,Small Business,Male,2,4,Basic,4,Divorced,2,1,2,0,0,Executive,17413
200684,40,Self Enquiry,3,Small Business,Male,3,4,Premium,4,Married,3,0,4,1,1,Senior Manager,24705
200685,26,Company Invited,3,Small Business,Male,2,4,Premium,5,Single,2,0,3,1,1,Manager,20000
200686,41,Self Enquiry,1,Small Business,Male,2,3,Basic,5,Single,3,1,4,1,0,Executive,19721
200687,36,Self Enquiry,1,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,0,Executive,17519
200688,19,Self Enquiry,3,Salaried,Male,2,4,Basic,4,Single,2,1,2,0,1,Executive,17121
200689,20,Self Enquiry,1,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,1,Executive,17973
200690,31,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Divorced,1,1,4,0,1,Manager,20855
200691,31,Company Invited,1,Small Business,Male,2,3,Basic,4,Married,1,1,4,0,1,Executive,18617
200692,32,Self Enquiry,1,Small Business,Female,3,3,Premium,5,Divorced,2,0,2,1,1,Manager,21725
200693,36,Self Enquiry,3,Salaried,Male,2,4,Premium,3,Divorced,2,1,2,1,0,Senior Manager,25325
200694,33,Self Enquiry,1,Salaried,Female,2,4,Basic,3,Unmarried,1,0,4,0,0,Manager,21949
200695,37,Self Enquiry,3,Salaried,Male,2,4,Premium,3,Divorced,6,0,2,1,1,Senior Manager,25609
200696,45,Company Invited,1,Salaried,Male,2,3,Basic,4,Divorced,2,0,4,1,1,Manager,20000
200697,29,Company Invited,3,Large Business,Female,2,3,Basic,3,Divorced,2,0,3,0,1,Executive,17157
200698,35,Self Enquiry,3,Small Business,Female,2,3,Basic,3,Divorced,2,0,4,1,0,Manager,19601
200699,52,Self Enquiry,1,Salaried,Male,3,3,Premium,3,Divorced,3,0,2,1,1,AVP,32099
200700,58,Self Enquiry,1,Large Business,Male,2,3,Basic,3,Single,5,0,2,1,1,Executive,17479
200701,53,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Married,7,0,3,1,0,AVP,29852
200702,30,Self Enquiry,3,Salaried,Male,3,3,Premium,3,Married,6,0,3,1,0,Senior Manager,22264
200703,38,Company Invited,3,Large Business,Female,2,3,Premium,3,Single,2,1,3,0,1,Manager,20666
200704,35,Self Enquiry,3,Salaried,Male,3,3,Premium,3,Married,7,0,5,0,1,Senior Manager,22823
200705,39,Self Enquiry,3,Salaried,Male,2,1,Premium,3,Unmarried,1,0,2,1,1,Senior Manager,22880
200706,40,Company Invited,3,Salaried,Female,3,1,Premium,4,Unmarried,5,1,3,1,2,AVP,28194
200707,47,Company Invited,1,Small Business,Male,3,1,Premium,3,Married,2,1,2,0,0,Manager,20067
200708,36,Company Invited,3,Large Business,Male,2,3,Premium,3,Married,5,0,3,1,0,Manager,20079
200709,31,Company Invited,1,Small Business,Male,2,4,Basic,5,Single,1,1,3,1,0,Executive,17321
200710,33,Company Invited,3,Salaried,Male,2,3,Premium,3,Single,2,0,3,1,1,AVP,32444
200711,29,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,1,Executive,17404
200712,24,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Single,4,0,3,1,0,Executive,18452
200713,45,Self Enquiry,1,Small Business,Female,3,3,Basic,3,Married,4,0,5,0,1,Executive,17270
200714,50,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,1,0,5,0,2,AVP,32399
200715,33,Company Invited,1,Salaried,Female,2,1,Basic,4,Divorced,2,1,3,0,1,Manager,20488
200716,41,Company Invited,1,Small Business,Male,3,3,Premium,3,Married,3,0,4,1,2,VP,34419
200717,27,Self Enquiry,1,Large Business,Female,2,3,Basic,4,Divorced,1,0,2,1,0,Executive,17811
200718,24,Company Invited,1,Salaried,Male,2,3,Basic,5,Divorced,2,1,2,1,0,Manager,18633
200719,24,Self Enquiry,3,Salaried,Female,2,3,Basic,3,Single,2,1,3,1,1,Manager,20000
200720,30,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Divorced,5,1,2,0,1,Executive,17132
200721,50,Self Enquiry,1,Salaried,Male,3,3,Premium,3,Divorced,4,1,4,0,0,AVP,28973
200722,38,Company Invited,1,Small Business,Male,3,3,Basic,3,Divorced,1,0,5,0,2,Executive,17684
200723,46,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,7,0,2,0,2,Senior Manager,25845
200724,24,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Married,2,0,3,1,1,Manager,20000
200725,24,Self Enquiry,1,Salaried,Male,2,4,Basic,4,Married,2,1,5,1,1,Executive,16000
200726,24,Company Invited,1,Salaried,Female,3,3,Basic,5,Divorced,2,0,5,1,2,Manager,20000
200727,18,Company Invited,1,Salaried,Male,3,3,Basic,3,Single,2,0,2,1,1,Executive,16051
200728,54,Self Enquiry,1,Large Business,Female,2,3,Premium,3,Divorced,1,0,5,1,0,Senior Manager,25739
200729,35,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Married,2,1,3,1,1,Senior Manager,25388
200730,30,Self Enquiry,1,Salaried,Female,3,1,Premium,5,Divorced,1,1,2,0,2,Senior Manager,26416
200731,20,Self Enquiry,1,Small Business,Female,3,4,Basic,5,Single,2,1,3,0,1,Executive,17600
200732,30,Company Invited,1,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
200733,26,Self Enquiry,1,Small Business,Male,2,1,Premium,3,Divorced,2,0,3,1,1,Manager,20472
200734,22,Self Enquiry,1,Salaried,Male,3,5,Basic,5,Divorced,2,0,2,1,0,Executive,17451
200735,48,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Single,3,0,2,0,0,Manager,20000
200736,48,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Unmarried,1,0,5,1,1,Senior Manager,25999
200737,41,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Single,7,0,3,1,0,Manager,20003
200738,39,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Divorced,2,0,3,0,1,AVP,27742
200739,27,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Divorced,1,0,5,0,1,Manager,20000
200740,25,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,2,0,5,1,0,Executive,16000
200741,42,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Divorced,7,0,4,0,1,VP,33303
200742,50,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Divorced,5,0,5,1,0,Executive,17380
200743,59,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Single,4,1,5,0,2,AVP,28726
200744,37,Self Enquiry,1,Small Business,Female,3,5,Basic,4,Divorced,6,0,4,1,0,Manager,19777
200745,55,Company Invited,1,Small Business,Male,3,3,Premium,4,Divorced,4,1,5,1,2,Manager,21385
200746,41,Company Invited,1,Salaried,Female,2,5,Premium,3,Married,2,0,4,1,0,VP,34973
200747,38,Self Enquiry,3,Salaried,Male,2,3,Basic,3,Unmarried,1,1,3,1,1,Manager,21861
200748,26,Company Invited,3,Small Business,Male,3,3,Basic,5,Single,1,0,3,0,0,Manager,19969
200749,52,Self Enquiry,3,Small Business,Female,2,5,Premium,3,Divorced,2,0,3,1,0,VP,34845
200750,44,Self Enquiry,3,Small Business,Female,2,1,Premium,3,Divorced,4,1,2,1,1,AVP,28320
200751,50,Company Invited,3,Salaried,Female,3,3,Basic,3,Divorced,1,0,2,1,1,Manager,21347
200752,36,Self Enquiry,1,Salaried,Female,2,1,Basic,5,Single,2,0,2,1,0,Executive,17743
200753,39,Company Invited,1,Small Business,Female,2,3,Premium,5,Unmarried,2,1,5,1,0,Senior Manager,25880
200754,33,Company Invited,3,Salaried,Female,2,4,Basic,3,Single,1,0,2,1,1,Executive,17342
200755,45,Self Enquiry,3,Salaried,Female,2,3,Premium,3,Divorced,4,0,4,1,1,AVP,32650
200756,31,Company Invited,1,Small Business,Female,3,3,Basic,3,Single,1,0,3,1,0,Executive,16000
200757,34,Self Enquiry,3,Small Business,Male,3,1,Premium,3,Married,1,0,5,1,2,Manager,24725
200758,59,Self Enquiry,3,Large Business,Male,3,3,Premium,3,Divorced,4,1,2,0,1,Senior Manager,26904
200759,45,Self Enquiry,2,Small Business,Male,2,3,Basic,4,Single,2,0,4,0,0,Executive,17177
200760,53,Company Invited,3,Small Business,Female,2,4,Premium,4,Divorced,3,0,2,0,1,Senior Manager,22525
200761,36,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,1,0,4,0,0,Manager,19834
200762,26,Company Invited,1,Salaried,Male,2,3,Basic,5,Divorced,7,1,5,1,0,Executive,17042
200763,34,Self Enquiry,3,Salaried,Female,2,3,Basic,3,Divorced,2,1,2,0,1,Executive,17220
200764,28,Self Enquiry,3,Small Business,Male,3,3,Basic,4,Divorced,2,0,5,1,1,Executive,16052
200765,38,Company Invited,1,Salaried,Male,2,3,Basic,3,Divorced,4,0,3,1,1,Executive,17821
200766,50,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Divorced,3,1,2,1,1,VP,34237
200767,25,Self Enquiry,1,Salaried,Female,2,3,Basic,4,Single,4,0,4,1,0,Manager,20000
200768,40,Self Enquiry,3,Small Business,Male,3,3,Premium,5,Divorced,2,0,2,1,1,Manager,23396
200769,26,Company Invited,1,Small Business,Female,3,4,Basic,3,Married,2,0,2,1,0,Executive,17007
200770,46,Self Enquiry,1,Small Business,Male,2,3,Premium,3,Married,1,0,5,1,1,VP,34627
200771,54,Self Enquiry,3,Salaried,Female,2,4,Premium,3,Divorced,7,0,5,1,0,Senior Manager,25686
200772,56,Company Invited,1,Small Business,Female,3,3,Basic,3,Divorced,3,0,2,0,0,Executive,17942
200773,36,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Unmarried,1,0,2,1,0,Senior Manager,23858
200774,55,Company Invited,1,Small Business,Male,2,4,Premium,5,Single,1,0,3,1,1,AVP,31756
200775,43,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,6,0,4,1,1,Senior Manager,25798
200776,20,Company Invited,3,Small Business,Female,2,3,Basic,3,Single,2,1,4,0,0,Executive,17323
200777,21,Self Enquiry,1,Salaried,Female,2,4,Basic,5,Single,2,0,3,1,0,Executive,16416
200778,46,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Married,1,1,2,1,2,Manager,19615
200779,51,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Divorced,1,1,2,1,1,Executive,17461
200780,28,Company Invited,1,Large Business,Male,3,4,Premium,5,Unmarried,2,0,2,0,0,Senior Manager,23722
200781,31,Self Enquiry,1,Small Business,Male,2,4,Basic,5,Divorced,2,0,3,0,1,Executive,16000
200782,30,Self Enquiry,1,Salaried,Male,2,3,Premium,5,Divorced,1,0,4,1,0,Manager,24957
200783,36,Self Enquiry,1,Large Business,Female,2,1,Basic,3,Divorced,2,0,3,1,1,Executive,18376
200784,38,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Divorced,1,0,2,0,2,Senior Manager,23823
200785,40,Self Enquiry,1,Large Business,Male,3,3,Premium,3,Divorced,5,0,3,1,1,Senior Manager,25322
200786,27,Company Invited,1,Salaried,Male,2,5,Basic,3,Divorced,2,0,2,1,1,Executive,19621
200787,55,Company Invited,1,Salaried,Male,3,3,Premium,4,Divorced,4,0,2,1,1,Senior Manager,25976
200788,25,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Single,4,0,4,1,1,Manager,18660
200789,44,Self Enquiry,2,Small Business,Male,3,4,Premium,5,Divorced,1,0,4,1,0,Senior Manager,25482
200790,33,Self Enquiry,1,Salaried,Male,2,4,Premium,3,Married,5,0,3,0,0,Senior Manager,22119
200791,35,Self Enquiry,3,Large Business,Male,2,3,Premium,5,Unmarried,1,1,4,1,1,Senior Manager,24582
200792,33,Company Invited,1,Small Business,Female,2,4,Basic,3,Single,2,0,5,1,0,Manager,19508
200793,28,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,2,0,4,1,1,Executive,17207
200794,34,Company Invited,1,Salaried,Male,2,3,Premium,3,Unmarried,1,0,2,1,0,Manager,22756
200795,37,Self Enquiry,3,Salaried,Female,2,4,Basic,3,Married,3,1,4,0,0,Manager,21694
200796,36,Self Enquiry,1,Large Business,Male,2,3,Basic,3,Divorced,2,1,3,1,0,Executive,18691
200797,26,Self Enquiry,1,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,1,Executive,17377
200798,33,Self Enquiry,1,Small Business,Male,2,4,Basic,4,Single,5,1,4,0,0,Executive,17313
200799,42,Self Enquiry,1,Small Business,Male,2,3,Premium,5,Divorced,1,0,3,1,1,AVP,32665
200800,28,Company Invited,1,Small Business,Male,2,4,Basic,4,Married,2,0,4,0,0,Executive,17596
200801,50,Company Invited,3,Salaried,Male,2,3,Basic,3,Single,4,1,2,0,0,Manager,19728
200802,33,Company Invited,3,Salaried,Female,1,3,Basic,4,Divorced,1,0,4,1,0,Manager,20000
200803,34,Company Invited,1,Salaried,Male,2,4,Basic,3,Divorced,4,0,2,1,0,Executive,17979
200804,48,Company Invited,1,Small Business,Male,2,1,Premium,3,Single,3,0,2,0,0,AVP,31885
200805,45,Company Invited,3,Salaried,Female,3,4,Basic,3,Divorced,2,0,3,0,0,Manager,20593
200806,52,Self Enquiry,1,Salaried,Male,2,3,Premium,4,Unmarried,1,0,3,1,1,Senior Manager,25445
200807,38,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,1,1,3,1,0,Senior Manager,23740
200808,29,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Married,5,0,5,0,1,Executive,17514
200809,28,Self Enquiry,1,Small Business,Female,3,3,Premium,4,Married,1,0,4,0,0,Senior Manager,22655
200810,46,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Divorced,4,0,2,1,0,AVP,32465
200811,38,Self Enquiry,3,Small Business,Male,2,3,Premium,4,Unmarried,1,0,4,1,0,Senior Manager,22351
200812,43,Company Invited,1,Salaried,Female,2,3,Premium,5,Divorced,1,0,4,0,0,Senior Manager,25820
200813,39,Company Invited,1,Salaried,Male,2,3,Premium,3,Married,1,0,3,1,0,AVP,27169
200814,40,Self Enquiry,1,Small Business,Male,2,4,Premium,3,Single,2,0,3,1,1,VP,34626
200815,21,Self Enquiry,1,Large Business,Female,3,4,Basic,4,Single,2,1,5,0,2,Executive,17070
200816,39,Company Invited,1,Salaried,Male,3,3,Basic,4,Unmarried,21,0,2,1,0,Manager,21782
200817,36,Company Invited,1,Salaried,Male,3,3,Premium,3,Unmarried,3,0,3,1,0,Manager,22779
200818,31,Company Invited,3,Salaried,Male,3,1,Basic,3,Divorced,1,0,5,1,1,Executive,17791
200819,28,Self Enquiry,1,Salaried,Male,3,4,Basic,4,Divorced,1,0,2,0,2,Executive,18201
200820,35,Company Invited,3,Small Business,Male,2,3,Basic,3,Married,2,0,5,0,0,Manager,19968
200821,49,Self Enquiry,3,Large Business,Male,2,4,Premium,4,Divorced,7,0,4,1,0,AVP,28120
200822,25,Company Invited,1,Salaried,Male,3,3,Basic,3,Single,3,0,4,1,2,Manager,20000
200823,29,Company Invited,1,Salaried,Female,3,3,Basic,4,Married,1,0,5,1,0,Executive,18291
200824,42,Self Enquiry,1,Small Business,Male,2,5,Premium,3,Single,5,0,3,1,0,Manager,20000
200825,29,Self Enquiry,1,Small Business,Male,3,4,Premium,3,Divorced,2,1,3,0,0,Manager,20056
200826,38,Self Enquiry,2,Salaried,Male,2,1,Basic,3,Divorced,2,0,4,1,0,Executive,17844
200827,28,Company Invited,1,Salaried,Male,2,4,Basic,3,Married,2,1,4,1,0,Executive,17703
200828,18,Company Invited,1,Small Business,Male,3,3,Basic,3,Single,2,0,5,0,0,Executive,16904
200829,33,Self Enquiry,3,Small Business,Female,3,3,Premium,5,Unmarried,1,1,3,0,1,Manager,23224
200830,41,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Divorced,4,1,3,1,0,Executive,19766
200831,31,Company Invited,1,Small Business,Male,3,3,Basic,3,Divorced,2,0,4,1,2,Executive,17610
200832,37,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Married,1,0,3,0,1,Manager,20731
200833,27,Self Enquiry,1,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,1,Executive,17539
200834,34,Self Enquiry,3,Salaried,Female,3,3,Basic,3,Divorced,2,0,2,1,2,Manager,20714
200835,35,Self Enquiry,2,Large Business,Male,3,3,Basic,3,Single,2,0,5,0,1,Executive,16000
200836,29,Self Enquiry,3,Salaried,Female,2,4,Premium,5,Divorced,2,0,3,0,0,Senior Manager,22336
200837,40,Company Invited,1,Small Business,Female,2,3,Premium,3,Unmarried,1,0,4,0,0,Senior Manager,28499
200838,42,Company Invited,3,Salaried,Male,2,3,Premium,5,Single,1,1,5,1,1,AVP,28758
200839,42,Self Enquiry,3,Small Business,Male,2,3,Premium,5,Single,1,0,5,1,1,Manager,20155
200840,35,Self Enquiry,1,Small Business,Male,2,4,Basic,3,Divorced,7,0,2,1,1,Executive,17258
200841,31,Self Enquiry,1,Small Business,Male,2,3,Basic,4,Single,1,0,5,1,0,Executive,18597
200842,28,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Divorced,2,1,4,1,0,Executive,17515
200843,26,Self Enquiry,1,Small Business,Male,2,1,Basic,3,Divorced,2,0,5,1,1,Executive,16000
200844,30,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Divorced,2,0,2,1,0,Manager,21578
200845,40,Company Invited,1,Small Business,Female,3,4,Premium,3,Divorced,4,1,2,1,0,Manager,20000
200846,35,Self Enquiry,1,Salaried,Male,2,4,Premium,4,Married,3,0,4,1,0,Senior Manager,25274
200847,34,Company Invited,1,Small Business,Male,3,4,Premium,5,Single,1,0,2,1,2,Manager,20343
200848,35,Company Invited,1,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,0,Executive,17376
200849,43,Self Enquiry,3,Small Business,Female,2,5,Premium,3,Single,1,0,2,1,1,Manager,20346
200850,32,Company Invited,3,Salaried,Female,3,3,Basic,5,Married,2,0,3,0,1,Executive,17827
200851,56,Self Enquiry,1,Large Business,Female,3,3,Premium,5,Married,5,0,4,0,0,VP,34943
200852,29,Self Enquiry,1,Small Business,Female,2,3,Basic,3,Divorced,2,0,3,0,0,Executive,18131
200853,19,Self Enquiry,1,Salaried,Male,2,3,Basic,5,Single,2,0,3,0,0,Executive,17552
200854,45,Self Enquiry,1,Small Business,Female,2,3,Basic,3,Divorced,5,1,3,1,0,Executive,16000
200855,37,Self Enquiry,1,Salaried,Female,2,4,Basic,3,Divorced,2,0,2,1,1,Manager,21474
200856,20,Self Enquiry,1,Salaried,Male,2,4,Basic,3,Single,2,0,3,0,1,Executive,18033
200857,44,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,2,Executive,17936
200858,53,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Married,4,0,2,1,0,VP,33606
200859,29,Self Enquiry,1,Salaried,Female,3,5,Basic,3,Divorced,1,1,5,1,0,Executive,17168
200860,22,Company Invited,1,Salaried,Male,2,4,Basic,3,Divorced,1,1,3,0,0,Executive,17853
200861,46,Self Enquiry,3,Small Business,Female,3,3,Premium,5,Divorced,1,0,2,1,0,AVP,32048
200862,44,Company Invited,1,Salaried,Male,3,5,Basic,3,Single,3,0,4,1,0,Executive,17290
200863,25,Self Enquiry,2,Salaried,Male,2,3,Basic,3,Divorced,2,0,2,0,0,Executive,18600
200864,41,Company Invited,1,Salaried,Male,3,4,Basic,5,Married,7,0,3,1,0,Executive,17107
200865,25,Self Enquiry,3,Salaried,Male,3,3,Premium,5,Married,1,0,2,1,1,Manager,20000
200866,40,Company Invited,3,Small Business,Male,3,3,Premium,4,Divorced,6,0,4,1,2,Manager,20000
200867,50,Company Invited,1,Small Business,Female,1,3,Premium,5,Divorced,3,0,3,1,0,AVP,32856
200868,28,Self Enquiry,1,Small Business,Male,3,4,Basic,5,Divorced,2,0,3,1,2,Executive,18196
200869,46,Self Enquiry,1,Salaried,Male,2,3,Premium,4,Divorced,6,0,3,1,1,VP,34081
200870,35,Self Enquiry,3,Salaried,Male,3,3,Premium,5,Divorced,4,1,3,1,1,Manager,23966
200871,24,Self Enquiry,1,Salaried,Female,3,3,Basic,4,Divorced,2,0,2,0,1,Executive,17210
200872,33,Company Invited,3,Small Business,Female,2,3,Basic,3,Divorced,2,0,3,0,1,Manager,19539
200873,36,Self Enquiry,1,Salaried,Male,2,5,Basic,3,Married,2,0,2,0,0,Executive,17741
200874,25,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,2,0,5,1,1,Manager,18491
200875,44,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Single,2,0,5,1,1,Manager,19541
200876,20,Self Enquiry,3,Small Business,Male,2,1,Basic,3,Single,2,0,3,0,0,Executive,17678
200877,46,Self Enquiry,1,Large Business,Male,2,3,Premium,3,Married,3,0,2,1,0,Manager,22379
200878,42,Company Invited,2,Small Business,Male,3,1,Premium,5,Divorced,1,0,2,0,2,Manager,21272
200879,60,Self Enquiry,3,Small Business,Male,2,1,Premium,3,Married,1,1,5,0,0,Manager,20220
200880,32,Company Invited,1,Salaried,Female,3,4,Basic,4,Divorced,2,0,5,0,0,Executive,17743
200881,32,Company Invited,1,Salaried,Female,2,3,Basic,3,Single,5,1,5,1,1,Manager,19998
200882,36,Self Enquiry,1,Large Business,Female,3,5,Premium,5,Married,3,1,2,1,2,Senior Manager,25252
200883,33,Self Enquiry,1,Small Business,Male,2,3,Basic,3,Divorced,1,0,2,1,0,Executive,17781
200884,40,Self Enquiry,3,Large Business,Female,2,4,Premium,4,Married,1,0,5,1,0,Manager,21852
200885,25,Self Enquiry,3,Salaried,Male,2,3,Basic,3,Single,1,0,2,0,1,Manager,19950
200886,31,Self Enquiry,1,Small Business,Male,3,3,Basic,4,Divorced,1,1,4,1,2,Executive,18579
200887,42,Company Invited,1,Small Business,Female,2,3,Premium,5,Divorced,4,1,3,0,1,Senior Manager,28191
200888,35,Company Invited,3,Small Business,Female,3,4,Premium,3,Divorced,5,1,5,1,2,Senior Manager,25377
200889,27,Self Enquiry,1,Salaried,Male,2,3,Basic,5,Divorced,2,1,4,1,0,Executive,17235
